Model,Paradigm,XANG_Seeds,DAU_Seeds,XANG_MAE_mean,XANG_MAE_std,DAU_MAE_mean,DAU_MAE_std,XANG_RMSE_mean,XANG_RMSE_std,DAU_RMSE_mean,DAU_RMSE_std,XANG_MAPE_mean,XANG_MAPE_std,DAU_MAPE_mean,DAU_MAPE_std,XANG_CRPS_mean,XANG_CRPS_std,DAU_CRPS_mean,DAU_CRPS_std,XANG_DA_mean,XANG_DA_std,DAU_DA_mean,DAU_DA_std,XANG_R2_mean,XANG_R2_std,DAU_R2_mean,DAU_R2_std,XANG_MASE_mean,XANG_MASE_std,DAU_MASE_mean,DAU_MASE_std,XANG_SMAPE_mean,XANG_SMAPE_std,DAU_SMAPE_mean,DAU_SMAPE_std
Time_MoE,P7 SparseMoE,5,1,5.1241424,0.06900916634360983,9.628775,0.0,9.1034626,0.2043309792925193,18.285361,0.0,4.53916,0.05324616793723268,5.811,0.0,5.10084975,0.056921819886468,9.628775,0.0,47.96,2.6598345813226807,46.43,0.0,0.9100583999999999,0.004019623843097779,0.902825,0.0,1.0623282,0.014306720706017864,1.728401,0.0,4.634539999999999,0.06921865644463207,5.8985,0.0
TimesNet,P4 Frequency,5,1,5.124522,0.09909875437158641,9.500668,0.0,9.1795632,0.24823484726798564,17.998915,0.0,4.53164,0.08487408556208423,5.6941,0.0,5.1612475,0.07437669087993912,,0.0,46.124,2.4691585611296825,47.45,0.0,0.9085278000000001,0.004966627725126977,0.905845,0.0,1.0624069999999999,0.020545131004693018,1.705406,0.0,4.58754,0.08869443274524058,5.7059,0.0
NHits,P1 Linear,5,1,5.1407378,0.16353481225891928,9.112205,0.0,8.934466400000002,0.20847641068821146,17.36366,0.0,4.54732,0.12011869796164108,5.4962,0.0,5.174335,0.1666903845052257,,0.0,45.614,3.4378691074559553,44.39,0.0,0.9133632,0.0041029566120055205,0.912374,0.0,1.0657686,0.03390387959275454,1.635675,0.0,4.60456,0.12319983116871558,5.5305,0.0
Lag_Llama,P6 Foundation,5,1,5.1430094,0.17105505876716998,9.396185,0.0,8.984463,0.2558889765402175,18.781617,0.0,4.465719999999999,0.12407190495837464,5.5996,0.0,5.1430094,0.17105505876716998,9.396185,0.0,43.88,1.5129044913675145,50.0,0.0,0.9123676,0.005019917672631703,0.897478,0.0,1.0662395999999998,0.035462612462141045,1.686651,0.0,4.494400000000001,0.12009081563550147,5.5791,0.0
GUMNetHet,P8 GUMNet Ours,4,1,5.14667875,0.28049339336727275,8.853582,0.0,9.170702,0.4544154541353099,17.038021,0.0,4.534975000000001,0.2322688461137224,5.3494,0.0,4.848915750000001,0.7931413094765571,6.724314,0.0,59.45,18.48656133519698,76.65,0.0,0.908547,0.008946230351382683,0.91563,0.0,1.06700025,0.058151543536586345,1.589251,0.0,4.573124999999999,0.25021233357890255,5.3854,0.0
CARD,P3 Inverted,5,1,5.1605897999999994,0.12528475893802865,9.437782,0.0,9.0709156,0.13106235738090447,19.031898,0.0,4.526940000000001,0.088569353616248,5.5862,0.0,5.110316,0.08356472757988267,,0.0,48.164,3.6004699693234485,51.02,0.0,0.9107265999999999,0.002567351756187673,0.894728,0.0,1.0698844,0.025973878667615285,1.694117,0.0,4.56644,0.10036452759815113,5.5451,0.0
GUMNet_Decomp,P8 GUMNet Ours,4,1,5.1702955,0.14259227806669617,9.071984,0.0,9.03886425,0.3425101733090387,17.136838,0.0,4.55525,0.10350020531380598,5.4843,0.0,3.61459725,0.12435326243483733,6.430359,0.0,46.94,1.196056018754973,49.49,0.0,0.9112477499999999,0.0068624351863970515,0.914649,0.0,1.0718965,0.029562130822219125,1.628455,0.0,4.6045750000000005,0.12357927364651408,5.5234,0.0
GUMNet_Mamba,P8 GUMNet Ours,5,1,5.181901,0.08399506322159654,9.529498,0.0,9.0511342,0.20354206126832838,18.49663,0.0,4.55718,0.07052838861054468,5.6444,0.0,3.6901658000000004,0.1069143317154439,6.996714,0.0,43.26800000000001,1.6884004264391772,45.41,0.0,0.9110889999999999,0.004023889958733962,0.900566,0.0,1.0743024,0.017413941169074822,1.710581,0.0,4.5941,0.06762546857508656,5.6268,0.0
Gated_TabNet,P7 SparseMoE,5,1,5.2178556,0.07945281023248953,9.501667,0.0,8.9980538,0.08851263574970551,18.478176,0.0,4.59922,0.06438320899116476,5.6848,0.0,5.21980825,0.08872357131668838,9.501667,0.0,47.96,1.512904491367517,53.06,0.0,0.9121649999999999,0.0017224230606909488,0.900764,0.0,1.0817567999999997,0.01647181437972153,1.705585,0.0,4.64228,0.074349751848947,5.6936,0.0
DLinear,P1 Linear,5,1,5.2412558,0.14870238980379571,9.76971,0.0,9.687411200000001,0.22201743483735725,18.856941,0.0,4.630740000000001,0.11584419881893089,5.8555,0.0,5.29630525,0.1117510232176311,,0.0,45.001999999999995,2.2898943207056512,44.9,0.0,0.8981474,0.004591450167430745,0.896654,0.0,1.086608,0.030828713758442823,1.7537,0.0,4.74648,0.11417562612046403,5.897,0.0
S_Mamba,P5 SSM,5,1,5.2413362,0.20959238091438348,9.569985,0.0,9.5586582,0.6396491680586788,18.646269,0.0,4.61062,0.16938309714962685,5.7167,0.0,5.2413362,0.20959238091438348,,0.0,50.918,2.819336092061391,39.8,0.0,0.9004448,0.012635320326766548,0.898951,0.0,1.0866243999999998,0.04345243662488904,1.717848,0.0,4.732200000000001,0.20655663630103974,5.7843,0.0
MambaFormer,P5 SSM,5,1,5.2414412,0.40020305316896304,9.489805,0.0,9.460550800000002,0.7146762345222905,17.729353,0.0,4.55722,0.2952571787442261,5.7797,0.0,5.2414412,0.40020305316896304,,0.0,47.246,3.1205999423187842,47.45,0.0,0.9023588,0.013970975834207122,0.908644,0.0,1.0866464,0.08296960968595667,1.703456,0.0,4.632600000000001,0.2983310711273636,5.8702,0.0
GUMNet_iTrans,P8 GUMNet Ours,5,1,5.2437696,0.2872737956950476,9.114112,0.0,9.315292,0.4479890830558261,18.114175,0.0,4.58722,0.223326580594429,5.3955,0.0,3.6846298000000006,0.16164547850082295,6.990515,0.0,48.470000000000006,1.8246314696398283,50.0,0.0,0.9056536,0.009226013106429011,0.904636,0.0,1.0871292000000001,0.05955707461385259,1.636018,0.0,4.58776,0.21587132834167663,5.3869,0.0
GUMNet_Patch,P8 GUMNet Ours,5,1,5.2457696,0.1640211664201909,8.941487,0.0,9.2238546,0.29195172974490147,16.892774,0.0,4.59242,0.13123957330012928,5.4072,0.0,3.7297398,0.12939813821133597,6.710963,0.0,43.88,1.290209285348697,47.96,0.0,0.9076178,0.005858934353617561,0.917062,0.0,1.0875436000000003,0.03400481012209891,1.605031,0.0,4.622719999999999,0.12244803632561858,5.422,0.0
TimeMachine,P5 SSM,5,1,5.2508988,0.19549362894621392,9.629765,0.0,9.5689502,0.6034274621017509,18.635489,0.0,4.60674,0.14680194276643604,5.7272,0.0,5.2508988,0.19549362894621392,9.629765,0.0,47.042,2.2670632986310744,53.06,0.0,0.9002804,0.011985377767930376,0.899068,0.0,1.0886072000000002,0.04052917788162008,1.728579,0.0,4.7137,0.17569293668215588,5.813,0.0
BiMamba,P5 SSM,5,1,5.2515448000000005,0.09608309378740862,9.542628,0.0,9.631432,0.20618385527387897,18.37158,0.0,4.61404,0.08502274048747185,5.695,0.0,5.2515448000000005,0.09608309378740862,9.542628,0.0,42.962,3.311467348472577,42.35,0.0,0.8993276,0.004366225399587154,0.901906,0.0,1.0887410000000002,0.019919946154545672,1.712938,0.0,4.7396199999999995,0.09252795037176602,5.7882,0.0
CoST,P4 Frequency,5,1,5.2579434,0.10796201362812757,9.696576,0.0,9.4294674,0.292022491159568,18.456181,0.0,4.628259999999999,0.08997945543289329,5.8354,0.0,5.26837,0.11843215587626527,,0.0,50.612,0.3816490534509436,50.0,0.0,0.9034572000000001,0.005926372968350884,0.901001,0.0,1.0900674000000001,0.02238239206697981,1.740572,0.0,4.72702,0.09307857755681492,5.864,0.0
TimeXer,P3 Inverted,5,1,5.2616206,0.3269001261747081,10.078125,0.0,9.4623474,0.5835367247670367,18.622421,0.0,4.565299999999999,0.24985731928442684,5.9724,0.0,5.4022205,0.1863812120795708,,0.0,47.04200000000001,0.8774371772383475,47.45,0.0,0.9025065999999999,0.011891896343308775,0.899209,0.0,1.0908298,0.06777233119024308,1.809061,0.0,4.5778799999999995,0.2643166691678752,5.9251,0.0
GUMNet_RL,P8 GUMNet Ours,4,1,5.263911,0.029344609334595022,9.042167,0.0,9.106815000000001,0.09567893880577856,17.745632,0.0,4.614725,0.032122217778354084,5.4176,0.0,3.6247117500000003,0.06476916271025511,6.491084,0.0,44.644999999999996,1.3732170258192977,45.41,0.0,0.9100275,0.0018880187366654944,0.908477,0.0,1.0913045,0.006083725934819901,1.623103,0.0,4.635125,0.02826980500463375,5.4313,0.0
GUMNet_Wavelet,P8 GUMNet Ours,5,1,5.2665332000000005,0.041551081388575294,9.185202,0.0,9.4546046,0.08712166626643446,17.423405,0.0,4.59272,0.03715585552776298,5.4248,0.0,3.6706366000000004,0.07203294932348664,6.408764,0.0,44.18599999999999,2.3393383680006616,51.53,0.0,0.9030267999999999,0.001784992481776863,0.91177,0.0,1.0918481999999998,0.008614248972487437,1.648778,0.0,4.62488,0.03806228579578483,5.4405,0.0
NBEATS,P1 Linear,5,1,5.2681434000000005,0.12213926971879274,9.965247,0.0,9.2153942,0.21643402292652575,19.195625,0.0,4.62664,0.0836011865944497,5.8891,0.0,5.28884925,0.12846727360766827,,0.0,49.49,1.9620091742904777,46.43,0.0,0.9078286,0.004314609998597813,0.892909,0.0,1.092182,0.025321587943886927,1.788799,0.0,4.6572000000000005,0.08100841931552549,5.8593,0.0
LTSF_Linear,P1 Linear,5,1,5.2970254,0.08312117650418567,9.442139,0.0,9.4320628,0.23446531738267853,17.961918,0.0,4.659039999999999,0.0638624334018051,5.6556,0.0,5.271978000000001,0.0741589593070183,,0.0,44.084,1.6635696558906083,46.43,0.0,0.9034372000000002,0.004816789777434762,0.906232,0.0,1.0981698,0.017232515630632685,1.694899,0.0,4.753120000000001,0.07906406010318437,5.7009,0.0
GUMNet_Graph,P8 GUMNet Ours,5,1,5.297536599999999,0.1291208694620665,9.56978,0.0,9.5961618,0.3525356433590229,17.694531,0.0,4.64082,0.08431536989185312,5.6989,0.0,3.8060616000000005,0.06359979503614777,6.621702,0.0,43.370000000000005,3.9240183485809537,56.12,0.0,0.8999748000000001,0.007439594381416245,0.909003,0.0,1.098276,0.026768962101657946,1.717812,0.0,4.68528,0.07513727170985114,5.6892,0.0
GUMNet_Adaptive,P8 GUMNet Ours,2,1,5.310649,0.1988509999999999,9.789583,0.0,9.349682,0.4691340000000004,18.615747,0.0,4.6423000000000005,0.1655000000000002,5.8258,0.0,4.3397995,0.19609349999999992,8.413508,0.0,46.43,1.5300000000000011,51.53,0.0,0.904936,0.009516000000000024,0.899281,0.0,1.1009945,0.041225500000000026,1.757267,0.0,4.6387,0.15479999999999983,5.7408,0.0
TimeMixer,P4 Frequency,5,1,5.315078199999999,0.09101411707290263,9.491711,0.0,9.500330000000002,0.18224958483574127,18.139616,0.0,4.6766000000000005,0.07765114294071922,5.6808,0.0,5.284610499999999,0.07558477470198617,,0.0,48.571999999999996,2.9632711654521255,47.96,0.0,0.9020585999999999,0.003761203030946352,0.904368,0.0,1.1019126,0.018869188224192358,1.703798,0.0,4.76002,0.09674947855156635,5.7647,0.0
Reformer,P2 Transformer,5,1,5.3194026,0.22908262788836678,9.457954,0.0,9.5071178,0.6329854760837406,17.987312,0.0,4.64554,0.19702427870696546,5.6563,0.0,5.3434375,0.25042000900537065,,0.0,45.51199999999999,1.7189345537279774,43.37,0.0,0.9015202,0.012772179976808986,0.905967,0.0,1.1028091999999998,0.04749296431009545,1.697738,0.0,4.73478,0.23139146397393306,5.7237,0.0
GUMNet_Fusion,P8 GUMNet Ours,3,1,5.340512,0.09735947473495662,9.365134,0.0,9.52881,0.23863170626441663,18.099387,0.0,4.664966666666667,0.07445563929093776,5.6488,0.0,3.7729493333333335,0.1167921446340558,6.461737,0.0,46.09,1.2721635115031409,51.02,0.0,0.9014449999999999,0.004907836658515319,0.904791,0.0,1.1071856666666666,0.02018440428207438,1.681077,0.0,4.6694,0.05488339153757448,5.7775,0.0
Autoformer,P2 Transformer,5,1,5.3626038000000005,0.046402912742197586,9.48393,0.0,9.8277498,0.09205932590976325,18.15345,0.0,4.69478,0.03743289462491512,5.6705,0.0,5.34294975,0.027570445801391945,,0.0,49.99999999999999,3.042952513595965,46.43,0.0,0.895221,0.001976024392561986,0.904222,0.0,1.1117656,0.009620200363817775,1.702401,0.0,4.82376,0.03236019777442649,5.7211,0.0
TEMPO,P6 Foundation,5,1,5.371999199999999,0.10088087040544409,9.831103,0.0,9.7862686,0.17668403102442518,18.912357,0.0,4.6915,0.0726719202993838,5.8352,0.0,5.371999199999999,0.10088087040544409,9.831103,0.0,48.674,1.1449471603528263,46.94,0.0,0.8960788,0.0037480433508698774,0.896046,0.0,1.1137134,0.020914446419640197,1.76472,0.0,4.79844,0.08414776527038625,5.8559,0.0
Chronos,P6 Foundation,5,1,5.4225892,0.510932932856515,9.460461,0.0,9.4915862,1.152908267469429,18.45458,0.0,4.70816,0.39750682811745486,5.6116,0.0,5.4225892,0.510932932856515,,0.0,47.348,2.4007948683717224,45.92,0.0,0.9008331999999999,0.02569947232454394,0.901018,0.0,1.1242013999999998,0.10592573849938455,1.698188,0.0,4.7332,0.35612740416878885,5.6379,0.0
GPT4TS,P6 Foundation,5,1,5.4619602,0.3700158233110579,9.361891,0.0,9.782931399999999,0.673297292506542,18.091821,0.0,4.7366399999999995,0.2765697785369905,5.5917,0.0,5.4619602,0.3700158233110579,9.361891,0.0,45.92,2.2113073056452373,48.47,0.0,0.8956916000000001,0.014835135868605975,0.904871,0.0,1.1323637999999998,0.07671092510301258,1.680495,0.0,4.84592,0.309951650423094,5.6186,0.0
FedFormer,P2 Transformer,5,1,5.4841794,0.150124025980654,10.443435,0.0,10.088500999999999,0.43249627720802414,19.86284,0.0,4.75036,0.10651188853832232,6.0088,0.0,5.5037425,0.16204306391434994,,0.0,47.144000000000005,4.049284381220958,45.92,0.0,0.889394,0.00947556343443492,0.885335,0.0,1.1369702,0.031123493347630513,1.874636,0.0,4.84528,0.1269154111997436,6.0518,0.0
Informer,P2 Transformer,5,1,5.4866095999999995,0.8041359240746804,9.171017,0.0,9.994890800000002,2.05929243799373,16.388962,0.0,4.7245,0.6081647243962776,5.5435,0.0,5.643223999999999,0.828041592583066,,0.0,49.184,3.2028649674939476,47.45,0.0,0.8870359999999999,0.04966429391423982,0.921936,0.0,1.1374744,0.166712123112388,1.646232,0.0,4.729360000000001,0.5484821039924639,5.641,0.0
GUMNet_Diffusion,P8 GUMNet Ours,5,1,5.600696000000001,0.1681487509998216,9.430883,0.0,9.812656,0.29541221178955995,18.435168,0.0,4.90398,0.13286026343493382,5.5916,0.0,3.8954880000000003,0.0830580348575621,7.017374,0.0,46.022,3.279898778925961,43.88,0.0,0.8954570000000001,0.006411462017356118,0.901226,0.0,1.1611266,0.03486038350104597,1.692879,0.0,4.9263200000000005,0.13198533857970735,5.587,0.0
