target,horizon,model,n_seeds,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,crps_mean,crps_std,picp_mean,picp_std,pinaw_mean,pinaw_std
XANG,1,NBEATS,3,3.96071,0.04777081065881111,6.003582000000001,0.09120597938183686,3.307766666666667,0.03953686043849895,2.936463,0.059562400446926046,55.166666666666664,1.7559422921421224,0.069481,0.00026558802683856477
XANG,1,NHits,3,3.9991083333333335,0.10309731262420647,6.053705,0.11612264997406833,3.348133333333333,0.1042989133851994,2.974109666666667,0.059194953520830776,54.0,3.605551275463989,0.06953733333333333,0.00037300178730581345
XANG,1,PatchTST,3,3.870939,0.12387749348852697,5.697973666666667,0.22337907118244862,3.2481000000000004,0.09388711306670375,2.8479776666666665,0.08760262887798106,51.833333333333336,0.7637626158259743,0.067608,0.00013439866070761585
XANG,1,TFT,3,4.075574333333333,0.09150600175034049,6.100656333333333,0.2589895444421129,3.4072666666666667,0.07792511362412861,3.053679333333333,0.10775087211866681,48.833333333333336,1.7559422921421224,0.067577,0.00010247438704377735
XANG,1,TimesNet,1,3.788273,,5.642786,,3.1905,,2.766398,,54.5,,0.068475,
XANG,1,iTransformer,1,4.053114,,6.165409,,3.3929,,2.961058,,52.0,,0.070434,
XANG,3,DLinear,3,5.565033666666667,0.10602422980306556,8.485394666666666,0.27235821496392076,4.628533333333333,0.09012138111088502,4.101639,0.10142895900579915,57.07333333333333,1.5150027502725334,0.10454333333333332,0.0002075580240157762
XANG,3,GUMNetHet,3,5.6039,0.11814770869128209,8.56892,0.17201134024534534,4.6658333333333335,0.0807554538921882,3.946229333333333,0.11867760151912991,70.37333333333333,1.5428004839684712,0.17298833333333333,0.004769245887279612
XANG,3,GUMNet_Adaptive,3,5.770621666666666,0.1914529219947644,8.552131333333334,0.3662291665737917,4.7792,0.12510767362556166,3.9018083333333333,0.139396965681945,65.15333333333334,1.8235770708509476,0.15010166666666666,0.0017166613915776574
XANG,3,GUMNet_Decomp,3,5.546269666666667,0.10488529460478908,8.298999333333333,0.08317205999813503,4.633733333333334,0.0604210504156735,3.7620620000000002,0.05769640622257163,73.56666666666666,0.5831237718815188,0.18453266666666668,0.005478767227518726
